instance_100_29_*.air;0
instance_100_30_*.air;0
instance_100_2_*.air;618.539
instance_100_3_*.air;0
instance_100_4_*.air;0
instance_100_5_*.air;0
instance_100_6_*.air;0
instance_100_7_*.air;0
instance_100_8_*.air;0
instance_100_9_*.air;0
instance_100_10_*.air;0
instance_100_11_*.air;0
instance_100_12_*.air;0
instance_100_13_*.air;0
instance_100_14_*.air;0
instance_100_15_*.air;0
instance_100_16_*.air;0
instance_100_17_*.air;0
instance_100_18_*.air;0
instance_100_19_*.air;0
instance_100_20_*.air;0
instance_100_21_*.air;0
instance_100_22_*.air;0
instance_100_23_*.air;0
instance_100_24_*.air;0
instance_100_25_*.air;0
instance_100_26_*.air;0
instance_100_27_*.air;0
instance_100_28_*.air;0
instance_100_29_*.air;0
instance_100_30_*.air;0
instance_100_2_*.air;615.569
instance_100_3_*.air;0
instance_100_4_*.air;0
instance_100_5_*.air;0
instance_100_6_*.air;0
instance_100_7_*.air;0
instance_100_8_*.air;0
instance_100_9_*.air;0
instance_100_10_*.air;0
instance_100_11_*.air;0
instance_100_12_*.air;0
instance_100_13_*.air;0
instance_100_14_*.air;0
instance_100_15_*.air;0
instance_100_16_*.air;0
instance_100_17_*.air;0
instance_100_18_*.air;0
instance_100_19_*.air;0
instance_100_20_*.air;0
instance_100_21_*.air;0
instance_100_22_*.air;0
instance_100_23_*.air;0
instance_100_24_*.air;0
instance_100_25_*.air;0
instance_100_26_*.air;0
instance_100_27_*.air;0
instance_100_28_*.air;0
instance_100_29_*.air;0
instance_100_30_*.air;0
instance_100_2_*.air;0
instance_100_3_*.air;0
instance_100_4_*.air;0
instance_100_5_*.air;0
instance_100_6_*.air;0
instance_100_7_*.air;0
instance_100_8_*.air;0
instance_100_9_*.air;0
instance_100_10_*.air;0
instance_100_11_*.air;0
instance_100_12_*.air;0
instance_100_13_*.air;0
instance_100_14_*.air;0
instance_100_15_*.air;0
instance_100_16_*.air;0
instance_100_17_*.air;0
instance_100_18_*.air;0
instance_100_19_*.air;0
instance_100_20_*.air;0
instance_100_21_*.air;0
instance_100_22_*.air;0
instance_100_23_*.air;0
instance_100_24_*.air;0
instance_100_25_*.air;0
instance_100_26_*.air;0
instance_100_27_*.air;0
instance_100_28_*.air;0
instance_100_29_*.air;0
instance_100_30_*.air;0
instance_100_2_*.air;0.0181
instance_100_3_*.air;0
instance_100_4_*.air;0
instance_100_5_*.air;0
instance_100_6_*.air;0
instance_100_7_*.air;0
instance_100_8_*.air;0
instance_100_9_*.air;0
instance_100_10_*.air;0
instance_100_11_*.air;0
instance_100_12_*.air;0
instance_100_13_*.air;0
instance_100_14_*.air;0
instance_100_15_*.air;0
instance_100_16_*.air;0
instance_100_17_*.air;0
instance_100_18_*.air;0
instance_100_19_*.air;0
instance_100_20_*.air;0
instance_100_21_*.air;0
instance_100_22_*.air;0
instance_100_23_*.air;0
instance_100_24_*.air;0
instance_100_25_*.air;0
instance_100_26_*.air;0
instance_100_27_*.air;0
instance_100_28_*.air;0
instance_100_29_*.air;0
instance_100_30_*.air;0
